,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
431300,2009,toyota,rav4 limited 3rd row,good,6 cylinders,gas,salvage,automatic,fwd,mid-size,SUV,white,ca,8.698681067461614,11.415588232081271
314820,2011,honda,element ex awd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,ny,9.304741047397666,11.852571232041099
192970,2019,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,ny,10.596384701840863,9.166179476190413
213040,2006,honda,accord,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,brown,fl,8.294049640102028,11.976722372306442
468019,2014,ford,explorer,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,red,tx,9.543234787249512,11.702313660818122
119652,2007,toyota,prius,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,hatchback,blue,ny,8.68270762989381,11.810136987638138
516670,2011,ford,escape,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,white,mt,8.697846691109495,11.978607268566941
62121,2003,honda,crv ex,fair,4 cylinders,gas,clean,automatic,fwd,compact,SUV,silver,tx,7.823645930834952,12.033265681104805
425579,2007,buick,lacrosse,good,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,silver,pa,8.101677747454572,11.744116547863738
318817,2013,ford,f-250 sd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,ny,10.203406942652387,10.608167968909747
148107,1995,chevrolet,camaro z28,like new,8 cylinders,gas,clean,manual,rwd,full-size,convertible,black,fl,9.239899174217728,9.68096880599076
157182,2014,bmw,435i,good,6 cylinders,gas,clean,automatic,rwd,mid-size,coupe,grey,md,8.922658299524402,11.652774360086626
152067,2006,gmc,sierra 2500hd,excellent,8 cylinders,diesel,clean,automatic,rwd,full-size,pickup,silver,fl,9.61573881119536,11.729728960538239
366394,2008,ford,f-350 super duty long bed,like new,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,or,9.998252128980551,11.642874197525483
406891,2015,ford,fiesta se,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,red,vt,8.853379672927634,11.099801099494575
226100,2008,ford,e250 cargo van,like new,8 cylinders,gas,clean,automatic,fwd,full-size,van,white,ny,8.794824928014517,11.662379418138567
21529,2019,gmc,sierra 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,wi,10.462817585361734,9.74090979777877
196388,2008,honda,ridgeline,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,silver,ny,8.915969311373605,12.106307557340598
226516,2008,honda,element 2008,excellent,4 cylinders,gas,clean,manual,fwd,mid-size,hatchback,silver,ca,8.764053269347762,11.40767605425113
221920,2001,mercury,sable,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,mi,7.313220387090301,12.409054305020431
291543,2004,ford,f450 super duty,excellent,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,tx,9.612466578818832,11.408975065741856
329710,2004,gmc,yukon dinali xl,good,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,red,il,8.294049640102028,12.206182639480618
13042,2011,honda,cr-v,good,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,or,9.209840246934501,11.553712258870949
91401,2010,gmc,acadia sl,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,silver,tx,9.104424146384634,11.224549818718403
244790,2000,ford,explorer sport,good,6 cylinders,gas,clean,manual,rwd,mid-size,SUV,blue,ca,7.899153483343097,12.133555714690997
218986,2005,chevrolet,trailblazer,good,6 cylinders,gas,clean,automatic,rwd,mid-size,SUV,brown,fl,7.600902459542082,12.149555202695002
523275,2007,chevrolet,cc4v042,good,8 cylinders,diesel,clean,automatic,rwd,full-size,bus,white,sd,8.779557455883728,12.126249913660185
63910,2015,jeep,grand cherokee,excellent,6 cylinders,gas,clean,manual,4wd,mid-size,SUV,white,wi,9.952039593118293,10.976645271731769
171550,2012,dodge,charger r/t,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,va,9.296518068217235,11.744116547863738
185781,2002,mitsubishi,eclipse gt,good,6 cylinders,gas,clean,automatic,fwd,sub-compact,coupe,blue,ia,8.293799608846818,11.637750315415659
341826,2002,lexus,rx300,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,wi,8.00469951054955,12.34587806522105
509383,1993,toyota,pickup,good,4 cylinders,gas,clean,manual,rwd,compact,pickup,red,nj,7.937374696163295,11.420744384424516
324771,2015,kia,soul,excellent,4 cylinders,gas,clean,manual,fwd,compact,hatchback,grey,ct,8.824677891164198,11.379508351529877
185105,2004,chevrolet,colorado,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,ma,8.612503371220562,11.897473324823004
345644,2007,toyota,tundra,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,red,ca,9.540003766668065,11.529094046131812
419314,2003,ram,1500 slt,like new,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,mo,9.350102314351341,10.744127584402122
498307,2015,hyundai,sonata se 4dr sedan,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,9.287301413112312,10.799779637903594
459070,2011,hyundai,tucson limited,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,ny,9.2093398716426,11.542241519304282
215859,2011,kia,sorrento,good,6 cylinders,gas,clean,automatic,fwd,full-size,truck,silver,mi,8.517193191416238,11.88455798454194
520704,2006,jeep,wrangler,excellent,6 cylinders,gas,clean,manual,4wd,compact,offroad,black,nc,9.798127036878302,11.437986378305734
450763,2019,ram,promaster 1500 cargo van,like new,6 cylinders,gas,clean,automatic,fwd,full-size,van,white,wa,10.126591103050316,9.964112174352563
284340,2015,ford,transit cargo 150,good,6 cylinders,gas,clean,automatic,rwd,full-size,van,white,la,9.468851067127684,11.91924354252983
270094,2004,honda,element ex,good,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,green,wa,8.846496938558838,11.975501578387167
336479,2004,honda,crv ex,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,black,ca,8.656955133791396,11.50297613411656
190960,2013,ford,f150 xlt crew cab,good,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,red,in,8.98594603876032,12.48508222035205
34673,2011,gmc,terrain slt all wheel drive,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,wi,8.83200393125627,12.128165156653647
270310,2003,toyota,corolla,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,green,ky,8.229511118964457,12.204901960545834
248161,2010,dodge,avenger,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ne,7.9724660159745655,11.874793899360315
67686,2012,cadillac,srx,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,mi,9.158520623246385,11.571288708267144
440887,2013,chevrolet,silverado,excellent,8 cylinders,gas,rebuilt,automatic,4wd,full-size,pickup,silver,wi,9.822819649468673,11.55166529328616
270053,2003,chevrolet,silverado 2500hd,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mt,8.817297783866575,12.215215719946453
453238,2010,honda,insight hybrid ex,excellent,4 cylinders,hybrid,clean,automatic,fwd,mid-size,hatchback,white,ca,9.104757609401117,11.233542195333143
311088,2011,bmw,x6 m,excellent,8 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,custom,mn,10.123947506221135,11.354843735347968
465967,1995,ford,f250 super duty,fair,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,red,id,8.517193191416238,12.53180888560088
296631,2009,gmc,yukon,excellent,8 cylinders,gas,lien,automatic,4wd,full-size,SUV,black,wi,9.7925001243465,11.782876263391694
248197,2015,chevrolet,silverado 3500 ltz,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,ne,10.594131602877955,11.350524175611405
328278,2009,gmc,sierra 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,il,9.209840246934501,11.800259977029894
477499,2010,mini,cooper clubman,good,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,silver,or,8.85352256068954,11.486951031197993
370404,2014,jeep,wrangler,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,ma,9.846917201047734,11.390373576388713
224366,2003,dodge,dakota slt,fair,8 cylinders,gas,clean,automatic,rwd,mid-size,pickup,blue,oh,7.313220387090301,11.617375566326693
405032,1999,ford,expedition,good,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,green,ca,7.861341795599989,12.4880396681509
258392,2010,audi,q5,like new,6 cylinders,gas,clean,automatic,rwd,mid-size,sedan,grey,la,9.392245175273795,11.440462293236513
97835,2004,chevrolet,astro awd cargo,good,6 cylinders,gas,clean,automatic,4wd,mid-size,van,white,oh,8.850087606689566,11.571288708267144
242049,2012,toyota,rrius four hybrid,like new,4 cylinders,hybrid,clean,automatic,fwd,mid-size,hatchback,silver,fl,9.457200449907708,10.223140564230144
38703,2014,subaru,forester 2.5i premium,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,green,co,9.711115659888671,10.566433224362951
146233,2010,gmc,terrain slt,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,SUV,black,fl,8.974618038455112,11.218728885789178
164559,2012,toyota,4runner,excellent,6 cylinders,gas,lien,automatic,4wd,mid-size,SUV,white,ar,9.740968623038354,11.944772814352511
188178,2009,honda,civic,excellent,4 cylinders,hybrid,salvage,automatic,fwd,mid-size,sedan,blue,nm,8.648045999835,10.906139450058326
83198,2006,cadillac,sts,fair,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,tx,8.006367567650246,11.684480941611342
513733,2011,dodge,grand caravan se,like new,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,white,mt,8.986571625268054,11.28990690584417
300633,1975,ford,mustang ii,excellent,8 cylinders,gas,clean,automatic,rwd,compact,coupe,silver,fl,9.464982590349763,10.896924493586937
199494,2011,nissan,maxima,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,wi,8.986571625268054,11.546079737502387
490863,2003,chevrolet,silverado 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,red,ri,8.411832675758411,11.891430391495609
400905,2015,honda,pilot ex-l,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,mi,9.79784922051313,11.575994156437211
475424,2008,buick,enclave cxl,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,brown,pa,8.83927669058535,11.9112518193687
358877,2017,ford,fusion se awd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,sedan,black,ak,9.845593574117226,10.849375920849226
338841,2013,honda,ridgeline,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,silver,tx,9.468851067127684,12.145632381718757
381618,2004,nissan,murano sl awd,like new,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,mt,8.516192691082654,12.06239856069508
129380,2006,lincoln,mark lt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,silver,la,9.305195902988862,11.825697631981566
519379,2002,toyota,corolla le,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,custom,md,7.90100705199242,11.918457237522937
278498,2017,chevrolet,camaro 1ss,excellent,8 cylinders,gas,lien,automatic,rwd,full-size,convertible,red,me,10.165851817003619,10.37380363296391
342059,2011,gmc,yukon,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,nc,9.710206155505832,11.75858951544598
30636,2015,honda,accord,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,co,9.773948181181144,10.353320361711043
400561,2004,ford,ranger edge,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,white,ne,8.779557455883728,11.695330351625486
38260,2003,cadillac,deville,good,8 cylinders,gas,clean,automatic,fwd,full-size,coupe,white,tx,7.824046010856292,11.28363807889553
352033,2005,gmc,sierra 4x4 extended cab,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,wi,8.852950887099581,12.032278625719838
426731,2010,pontiac,g6 gt,good,6 cylinders,gas,rebuilt,automatic,fwd,mid-size,sedan,black,pa,8.160518247477505,11.761666585132009
456722,1996,ford,ranger xlt,good,6 cylinders,gas,clean,automatic,rwd,mid-size,pickup,red,il,8.242756345714477,11.112940314429848
7954,2002,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,tn,8.83927669058535,12.280762591161617
262538,2017,gmc,yukon,like new,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,black,ks,10.545025599362843,10.545604561983295
53182,2015,ford,f-350 super duty xlt,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,silver,wi,10.043032079974024,11.975155205692987
9260,2017,chevrolet,express g3500,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,silver,va,10.458521430966439,10.77826855345353
312956,2014,audi,q5,good,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ny,9.595602772766828,11.712005805579137
166880,2018,honda,civic,excellent,4 cylinders,gas,rebuilt,automatic,fwd,compact,sedan,black,nj,9.525151111816216,9.297435078827116
342979,2007,ford,focus zxw,good,4 cylinders,gas,clean,automatic,fwd,mid-size,hatchback,white,tn,7.989560449333865,12.023459046095919
491818,2011,toyota,prius,like new,4 cylinders,hybrid,clean,automatic,fwd,compact,hatchback,silver,ri,8.630343289348893,11.918457237522937
15171,2010,ford,f150,like new,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,red,tx,9.581903928408666,11.72974506217175
515495,2007,mini,cooper,good,4 cylinders,gas,clean,automatic,fwd,sub-compact,hatchback,silver,co,7.90100705199242,11.670014680213004
280440,2008,bmw,128i coupe,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,coupe,red,ky,8.987196820661973,11.376693285645315
101715,2008,gmc,yukon,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,custom,az,9.305195902988862,12.007682680557155
380793,1998,chevrolet,corvette c5,excellent,8 cylinders,gas,clean,automatic,rwd,mid-size,coupe,silver,ma,9.51044496442652,11.400987811729363
406436,1997,bmw,328i convertible,excellent,6 cylinders,gas,clean,manual,rwd,compact,convertible,blue,nc,8.465899897028686,11.98299159226292
190789,2004,toyota,camry,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ny,7.495541943884256,12.388435868122764
36169,2018,ram,2500 slt,like new,6 cylinders,diesel,clean,automatic,4wd,full-size,pickup,white,tx,10.48849257447637,10.859191286767118
237984,2011,ford,econoline,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,va,9.39182824802156,11.89211504166613
143693,2010,honda,accord,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,md,8.699514748210191,11.863652756639059
480676,2008,chevrolet,impala,good,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,brown,az,7.899153483343097,12.072015400383732
357898,2011,chevrolet,silverado 2500hd 4x4,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,wy,9.645364282325891,11.629979345969065
181341,2013,nissan,altima,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,va,8.699514748210191,11.736149013084608
73835,2016,ford,escape,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,red,tx,9.350102314351341,11.32771574143509
130235,2008,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,sc,9.328123407632566,11.905865797851948
65631,2010,ford,f-150,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,red,wi,8.852950887099581,12.314971892486163
455352,2011,ford,f-350 sd,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,il,10.271596874100524,11.695330351625486
438547,2011,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,nc,9.103868127465667,12.26438872235301
116877,2014,ford,f-550,good,10 cylinders,gas,clean,automatic,rwd,full-size,truck,white,fl,9.902987427494446,11.68157059094794
392558,2006,pontiac,g6,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,grey,oh,7.824046010856292,11.940315130494184
368253,2015,ford,fusion se,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,id,9.259130536145614,11.137650028025122
49718,2010,honda,odyssey ex-l,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,red,wi,9.210340371976184,11.528148996741715
453456,2007,chevrolet,tahoe ltz,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,ca,9.305650551780507,12.215552568729306
82910,2016,ram,rebel 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,co,10.257659366256743,11.32555920503154
531797,2010,ford,f-150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,ny,9.654769750102489,11.396504001952977
192218,2015,lexus,gx460,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,tn,10.1226230824528,11.675248375257492
462308,2008,honda,accord lx,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,nc,8.575462099540212,12.12274538294042
45924,2012,ford,boss 302,like new,8 cylinders,gas,clean,manual,rwd,mid-size,coupe,black,co,10.714417768752456,8.9758830607617
166375,2008,toyota,avalon,like new,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,az,9.137769679141348,11.233343828552316
303349,2015,ford,escape se awd,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,grey,wi,9.349667437197281,11.599194900122404
360343,2010,gmc,acadia,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,white,ca,9.029897050194,11.79325809632084
191194,2014,ram,st,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ny,9.740674462130217,11.52279658476549
265287,2010,toyota,camry se 4dr sedan,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,nj,8.834045641167798,12.216072480108508
454734,2006,bmw,3-series,excellent,6 cylinders,gas,clean,automatic,4wd,compact,sedan,silver,il,8.852950887099581,11.807339824635388
71250,2014,jeep,grand cherokee overland,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,wi,9.851931065621725,11.439128213768521
382766,2003,ram,1500,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,silver,ga,8.852950887099581,12.295712232415132
392206,2014,mitsubishi,outlander sport,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,oh,9.258654232254733,11.40832021957955
38220,2013,ford,edge,good,4 cylinders,gas,clean,automatic,rwd,full-size,SUV,grey,co,9.36691667901828,11.534256335672058
172859,2017,chevrolet,trax,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,vt,9.615672137861335,10.188516107522345
41731,2003,ford,explorer sport trac xlt,good,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,silver,pa,8.00603417874901,11.897085217251057
226099,2015,kia,soul,good,4 cylinders,gas,clean,automatic,fwd,mid-size,wagon,green,va,8.846496938558838,11.678524645619794
18075,2013,ford,f150,like new,6 cylinders,gas,clean,automatic,rwd,full-size,truck,red,wi,9.468851067127684,11.018793064145898
169166,2014,nissan,rogue,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,silver,fl,8.852950887099581,11.570174985770922
